# Time-averaged data for fix at2
# TimeStep f_mysf1[3] f_mysf2[3]
201100 92.1287 -92.472
201200 89.1263 -92.4673
201300 93.998 -91.364
201400 93.6538 -93.6543
201500 92.5954 -93.3014
201600 90.6889 -93.424
201700 92.1713 -91.5633
201800 92.8821 -92.1033
201900 93.3219 -90.7024
202000 90.5466 -93.2964
202100 93.3319 -94.6573
202200 93.7179 -92.9491
202300 92.4546 -90.7088
202400 93.5401 -92.3732
202500 91.4305 -92.098
202600 92.3948 -93.7209
202700 92.176 -91.494
202800 94.4373 -93.2872
202900 93.1934 -91.5792
203000 91.4296 -93.3089
203100 92.6944 -93.2893
203200 91.9929 -92.615
203300 92.7077 -92.9674
203400 92.8144 -91.789
203500 92.9828 -93.4129
203600 91.8297 -94.9803
203700 92.492 -90.5587
203800 93.4533 -92.6609
203900 93.0122 -93.6432
204000 93.1378 -92.7731
204100 92.7645 -93.044
204200 91.9532 -91.384
204300 94.5089 -92.6983
204400 93.3312 -92.9537
204500 91.8503 -92.5376
204600 93.4822 -94.0106
204700 92.7627 -91.9234
204800 93.8932 -93.5019
204900 91.1714 -92.4752
205000 93.1514 -93.1977
205100 92.3085 -93.8766
205200 93.5608 -93.2373
205300 92.5832 -93.1843
205400 93.4818 -92.7615
205500 92.3598 -92.5183
205600 92.938 -92.6117
205700 92.3267 -92.255
205800 92.8265 -93.1589
205900 94.1681 -92.4269
206000 94.0785 -94.1475
206100 93.1893 -93.5774
206200 93.2422 -93.1494
206300 92.6201 -92.4922
206400 93.5177 -93.3793
206500 93.024 -92.5637
206600 92.8728 -93.2289
206700 93.1469 -93.7215
206800 93.707 -94.3954
206900 92.7186 -93.7193
207000 93.6063 -92.3732
207100 93.0784 -93.3769
207200 92.7652 -93.7647
207300 92.5981 -92.807
207400 93.1061 -92.5554
207500 94.1863 -94.152
207600 94.0292 -93.5375
207700 93.4136 -92.631
207800 93.9206 -92.7085
207900 92.7695 -94.071
208000 93.4529 -92.0964
208100 94.0513 -93.0424
208200 93.7138 -93.6054
208300 93.142 -93.5213
208400 92.768 -93.557
208500 92.8412 -94.4028
208600 94.0308 -94.4321
208700 93.2543 -91.9516
208800 91.6155 -93.2163
208900 92.4411 -94.643
209000 93.6547 -93.5592
209100 93.3858 -93.1983
209200 94.5066 -92.8026
209300 94.2131 -94.2371
209400 93.1283 -93.9266
209500 91.5883 -92.3534
209600 94.1849 -91.6806
209700 94.6691 -94.5469
209800 94.3624 -92.9221
209900 93.3907 -92.8018
210000 93.79 -94.4503
210100 94.1289 -94.1358
210200 92.515 -91.9351
210300 91.7444 -92.6271
210400 93.13 -94.9315
210500 94.6006 -94.3478
210600 92.2653 -93.5613
210700 94.1259 -94.05
210800 94.8009 -94.9591
210900 93.0043 -93.2496
211000 93.2258 -92.8336
211100 93.3492 -92.3343
211200 93.8754 -94.1576
211300 93.5849 -93.232
211400 94.8264 -91.6685
211500 93.9763 -93.993
211600 94.8908 -94.7833
211700 94.6912 -94.9423
211800 92.1653 -93.582
211900 93.5927 -93.8684
212000 94.7934 -92.0611
212100 91.7358 -93.8706
212200 91.2159 -95.1541
212300 94.9947 -95.1323
212400 95.2068 -95.5758
212500 94.1691 -94.0854
212600 93.7433 -93.37
212700 94.1505 -93.3917
212800 92.3998 -93.1979
212900 93.7079 -91.3935
213000 94.9663 -92.7302
213100 95.2541 -94.0929
213200 95.2047 -94.9593
213300 95.1038 -94.9957
213400 92.7954 -94.2601
213500 94.6409 -93.2807
213600 92.2118 -91.8902
213700 90.6618 -94.4599
213800 93.1419 -94.5795
213900 94.9769 -95.0272
214000 94.201 -95.418
214100 95.4365 -92.9599
214200 94.9135 -94.5718
214300 92.3868 -94.7571
214400 93.2015 -93.2383
214500 94.3995 -91.4592
214600 95.0052 -93.1254
214700 93.7017 -86.5397
214800 94.9536 -45.935
214900 94.7889 -64.6516
215000 80.8212 -49.7383
215100 12.0697 -28.7952
215200 -82.8319 31.3336
215300 -68.0401 14.4546
215400 1.79151 -13.9056
215500 26.0913 0.523572
215600 26.1774 9.02254
215700 20.1539 1.03193
215800 1.17369 -4.80054
215900 -8.57812 -6.5244
216000 -20.5416 1.53353
216100 -6.76987 1.86057
216200 7.04332 -3.01978
216300 6.58023 -3.70286
216400 8.31968 -3.38032
216500 6.54797 4.87476
216600 -0.0130009 0.74259
216700 -0.565464 -6.38161
216800 -3.4727 0.554145
216900 -3.1115 -1.31273
217000 -2.18753 -1.81592
217100 -0.345264 1.83086
217200 4.12128 -1.7975
217300 9.04917 0.491718
217400 0.589804 -1.62457
217500 0.266235 -6.43516
217600 2.16895 4.71553
217700 -3.30241 -3.97737
217800 -4.71992 -0.293663
217900 -3.11347 -1.97201
218000 3.76859 -0.00636809
218100 9.53464 0.61585
218200 4.06167 -0.420255
218300 1.76988 2.44031
218400 -2.59288 -4.26606
218500 -5.36118 -0.199724
218600 -2.74512 -1.85749
218700 2.41761 -1.03151
218800 4.34138 -2.02202
218900 4.59405 3.153
219000 4.51996 -3.58118
219100 -0.434743 1.07504
219200 -1.39701 -2.37646
219300 -4.03453 -1.11925
219400 -1.04066 3.29789
219500 -0.214989 2.46345
219600 0.454361 -2.99551
219700 2.9556 -2.17751
219800 3.34251 -0.0235639
219900 3.0495 -1.50916
220000 0.99769 -1.30895
220100 0.87445 -1.44058
220200 -3.98589 -5.09688
220300 -0.968852 -0.678791
220400 2.19884 -0.648814
220500 1.17777 0.0412524
220600 4.62407 3.08924
220700 2.73875 -2.53921
220800 2.09263 -0.36956
220900 -1.51278 -0.261471
221000 -4.2756 -3.68859
221100 0.85175 2.51957
221200 1.20867 -2.42206
221300 1.12437 0.664562
221400 2.5345 -5.93618
221500 5.82956 -2.4685
221600 3.65322 2.69988
221700 -2.01607 -0.223175
221800 -0.32766 -2.46357
221900 -4.06171 0.0855306
222000 1.03745 -1.91506
222100 2.82872 3.75756
222200 1.98351 -6.24486
222300 2.57356 -0.857209
222400 1.61308 -2.83336
222500 -1.82071 -0.130861
222600 1.52623 -0.252432
222700 1.56498 -3.06631
222800 -0.177968 4.45542
222900 1.99996 -3.76423
223000 0.24966 2.08957
223100 2.55925 -2.76778
223200 0.0654398 0.442917
223300 -1.04729 -1.10423
223400 5.22992 -1.61134
223500 0.937356 -1.17969
223600 -0.822461 -2.26822
223700 -3.08512 1.43132
223800 -0.568836 0.507919
223900 2.34869 -5.71906
224000 1.14765 2.18962
224100 7.99983 -0.618963
224200 1.66155 -1.08377
224300 -3.02521 0.579837
224400 -2.603 -4.71488
224500 -2.27343 2.7956
224600 3.27972 -2.83783
224700 4.71613 -3.29238
224800 1.30577 2.16288
224900 0.248988 -0.931163
225000 -0.261407 -1.13587
225100 1.60934 -0.622031
225200 -0.869976 -1.05767
225300 1.31729 0.958871
225400 -0.533391 -1.42158
225500 3.35639 -1.34074
225600 2.59873 -2.12278
225700 -0.0878789 -0.0470929
225800 1.02242 0.610533
225900 1.57122 -4.165
226000 -0.469905 -2.59303
226100 0.608761 -0.0824882
226200 0.251947 -1.78464
226300 3.84803 -2.28157
226400 4.41537 -0.757758
226500 -2.9544 2.06777
226600 1.83176 -2.62612
226700 -0.190915 -0.730923
226800 1.45636 -1.27443
226900 2.62762 -0.173367
227000 0.801619 -0.758841
227100 2.03808 -2.48752
227200 -0.437126 -3.08009
227300 0.184557 2.87304
227400 2.42695 -4.41144
227500 2.11932 -1.2836
227600 0.189549 -1.13202
227700 -1.21892 -2.3631
227800 3.44765 2.25583
227900 1.49297 0.331634
228000 0.320828 -2.33002
228100 0.904088 -0.371775
228200 1.37226 -0.73555
228300 -0.0278956 -4.64132
228400 1.36982 -0.694948
228500 0.425272 -2.75121
228600 1.78623 2.9297
228700 4.33916 -2.21442
228800 -2.54785 -1.34307
228900 -0.931184 3.3775
229000 3.40075 -5.08419
229100 0.373131 -0.376387
229200 2.30325 -0.267766
229300 1.00801 -4.26517
229400 0.310267 -3.5077
229500 1.43545 4.43856
229600 1.97024 0.385826
229700 -0.865836 -0.32405
229800 1.33882 -4.85519
229900 3.53529 -2.08571
230000 1.16968 -0.536847
230100 0.438046 0.274012
230200 0.667166 1.54463
230300 2.05875 -3.36796
230400 0.291615 -1.81336
230500 0.508091 -4.83284
230600 0.679921 -0.0342475
230700 3.72019 0.535286
230800 0.984505 -2.30916
230900 0.161453 -1.23813
231000 2.44971 1.39528
231100 -0.0736451 -5.55145
231200 -0.389823 1.6211
231300 3.02754 -1.29215
231400 1.12645 -3.63153
231500 1.02593 1.93671
231600 2.08198 -0.529164
231700 0.0843652 -2.26816
231800 1.56232 2.0278
231900 1.87219 -3.74071
232000 0.936342 -0.524654
232100 2.35391 -2.57508
232200 2.26785 -3.18538
232300 -0.980491 -1.8333
232400 -0.22519 -1.24638
232500 -0.160081 1.84231
232600 3.07836 -0.554695
232700 0.424785 -4.22877
232800 2.68591 2.88948
232900 1.21953 -3.36747
233000 2.54503 -2.88563
233100 -0.912184 0.311969
233200 -0.4176 1.87336
233300 2.95948 -5.44157
233400 2.51516 0.0570056
233500 -1.50661 -0.843026
233600 1.06996 -1.1257
233700 3.07823 -4.24414
233800 4.33513 -1.09241
233900 0.2607 1.19819
234000 -1.14141 -1.10095
234100 -1.53338 1.74895
234200 1.53008 -4.20332
234300 5.39811 1.18432
234400 0.125707 -5.5077
234500 0.95048 -0.361704
234600 2.66603 -1.11333
234700 -0.102024 -1.68339
234800 -1.86552 -1.0002
234900 1.32018 -0.212542
235000 5.49132 -1.61639
235100 2.58453 -0.507102
235200 0.0741598 -1.15785
235300 1.69288 -0.126458
235400 -1.10649 -2.22457
235500 0.320601 -2.90567
235600 3.01982 0.768445
235700 1.0053 -2.87957
235800 1.33844 -0.519023
235900 2.63549 -1.62196
236000 -0.206674 -3.18591
236100 2.90529 2.32043
236200 3.61449 -6.59527
236300 -3.12996 1.17183
236400 -0.508935 1.18266
236500 -1.08972 -1.90522
236600 5.76565 -3.00909
236700 2.96125 -1.44709
236800 1.51457 1.1993
236900 0.302176 -2.57183
237000 -1.35386 -3.86013
237100 1.89034 1.23019
237200 4.12767 -3.62111
237300 -0.932855 -0.673442
237400 3.94981 -0.364581
237500 0.412716 -3.39991
237600 2.05036 -0.0511566
237700 -2.1254 1.7722
237800 3.2779 -1.97147
237900 4.01151 -3.04099
238000 0.277338 -1.17219
238100 -0.961045 -1.11653
238200 0.144806 -2.9425
238300 1.71108 -1.66567
238400 1.45905 1.16799
238500 4.23683 -1.2183
238600 3.04347 -2.46311
238700 0.762304 -1.51117
238800 -1.12916 -2.23303
238900 1.22958 -1.34922
239000 0.251407 -0.48483
239100 4.0716 -0.991318
239200 0.786873 -3.32885
239300 1.48549 0.320706
239400 1.393 -1.49461
239500 2.9498 -3.81671
239600 -0.955403 -1.61236
239700 1.65415 1.12872
239800 2.4672 1.12115
239900 0.677355 -1.29922
240000 0.077188 -2.78183
240100 3.59638 -4.19133
240200 1.03043 -0.592367
240300 2.49026 0.365044
240400 -1.38538 -1.20738
240500 2.37244 0.363034
240600 0.259685 -3.23889
240700 0.239935 -2.61996
240800 3.07185 -4.04424
240900 3.31014 1.18958
241000 1.60245 0.0841055
241100 -1.26737 -2.16082
241200 3.54383 -2.1647
241300 -0.287941 -0.906148
241400 0.51666 -2.78484
241500 3.72449 -2.17307
241600 2.89185 0.431171
241700 2.7617 -1.23073
241800 0.378795 -2.82594
241900 -1.99732 1.37946
242000 -0.242711 -6.90778
242100 3.3612 1.14672
242200 4.02792 -1.16111
242300 2.31636 -1.03281
242400 1.66578 -2.66456
242500 2.05313 -2.57142
242600 -0.409894 -1.8034
242700 1.6697 0.462111
242800 -1.94208 -1.35656
242900 4.65168 -1.72969
243000 2.405 -2.58215
243100 1.74312 -0.561223
243200 2.32271 0.985769
243300 -1.20361 -2.38267
243400 2.81307 -3.79335
243500 0.0505349 -1.79914
243600 0.664033 -1.85354
243700 4.83176 -1.07235
243800 0.469962 -2.59569
243900 3.37604 -0.800625
244000 0.98911 0.193014
244100 -0.263611 -3.95853
244200 1.40465 -0.463753
244300 0.741644 -2.36504
244400 1.88736 0.214144
244500 4.15145 -3.8221
244600 1.63213 1.41708
244700 3.47549 -3.76773
244800 -0.402723 -0.192767
244900 0.615641 -2.20489
245000 2.13253 -4.50633
245100 -0.298858 0.962032
245200 0.723314 -2.41969
245300 1.624 -2.62011
245400 5.59113 1.35496
245500 2.58683 -0.851413
245600 0.832081 -2.26824
245700 1.20249 -1.48053
245800 -2.26637 -2.59024
245900 0.0320304 0.57013
246000 0.595831 -4.79654
246100 4.30273 -0.0189672
246200 6.62916 -2.86074
246300 1.80155 0.772536
246400 2.19279 -3.16234
246500 -1.18809 -3.52404
246600 -1.57999 -2.88462
246700 2.49835 3.08201
246800 1.35183 -3.87103
246900 5.27122 -2.5209
247000 0.637675 1.67029
247100 -0.735791 -4.36605
247200 6.11278 -0.588813
247300 0.407819 -1.26679
247400 2.80141 -3.84894
247500 -0.35211 0.747893
247600 -1.70174 -1.56686
247700 3.99734 -3.63433
247800 -0.262176 -3.7224
247900 2.88038 -0.371418
248000 4.55222 0.212371
248100 2.20654 -2.46099
248200 0.424642 0.235009
248300 1.82674 -3.23835
248400 -0.145227 -2.59688
248500 2.5461 -0.749317
248600 -1.43728 -2.64688
248700 2.56159 -3.1783
248800 4.776 1.05235
248900 3.921 -2.02661
249000 1.47523 -1.51469
249100 0.602086 -3.98377
249200 0.918426 -1.3239
249300 -1.01554 -1.93353
249400 -0.852167 -3.10505
249500 4.48599 3.20079
249600 5.25209 -2.42554
249700 4.38757 -4.09788
249800 -0.899836 -1.2934
249900 -0.231325 -2.71184
250000 -1.44536 -0.25437
250100 1.58722 0.154183
250200 5.9986 -3.17326
250300 6.52826 -4.2771
250400 0.240134 0.610771
250500 -0.59772 -5.47796
250600 0.0440581 -0.0947631
250700 -2.01804 -2.49442
250800 2.86917 1.03609
250900 5.23469 0.00438784
251000 2.84172 -5.44751
251100 4.0648 -0.530185
251200 3.01002 -1.01888
251300 -3.34712 -3.44728
251400 2.71659 -2.1982
251500 2.00218 -3.38814
251600 1.02961 2.92965
251700 1.50432 -3.61892
251800 2.54895 -6.04828
251900 4.18336 0.0503707
252000 1.22127 -2.88681
252100 0.0654959 0.698169
252200 1.62208 -2.17703
252300 3.40014 -1.88068
252400 1.8839 -4.84874
252500 2.66308 1.2526
252600 2.53219 -6.21901
252700 0.672222 -1.28174
252800 1.67768 2.09214
252900 0.368717 -2.31645
253000 2.0435 -2.82065
253100 4.61031 -1.07328
253200 4.13644 -4.88993
253300 0.766137 0.515138
253400 -2.724 -3.60365
253500 2.16144 0.427808
253600 4.19154 -3.13547
253700 1.38944 -3.93609
253800 4.96149 -1.04204
253900 3.37091 -0.782726
254000 0.404042 -2.71519
254100 0.277904 0.635113
254200 -0.147421 -5.52074
254300 1.65305 -3.77231
254400 6.49353 -0.952389
254500 0.0691829 2.03905
254600 2.68213 -2.52695
254700 1.36848 -2.34146
254800 3.93947 -1.5539
254900 0.147074 -4.49639
255000 -0.168445 1.89944
255100 4.22506 -4.20506
255200 1.47356 -1.49711
255300 2.20379 -6.10838
255400 2.18274 -2.94127
255500 2.43478 -1.40422
255600 2.43617 3.11179
255700 -0.237877 -3.00651
255800 5.13275 -0.889699
255900 3.37229 -3.96294
256000 -0.726781 -2.56951
256100 -0.672648 -4.35979
256200 -0.140706 -0.967577
256300 6.34713 -4.62004
256400 4.88946 3.49596
256500 -0.459088 -1.85769
256600 3.44631 -4.08203
256700 4.71958 -0.381307
256800 0.472927 -5.11549
256900 0.281512 -0.851532
257000 1.25104 -2.13099
257100 0.946812 -3.32048
257200 3.586 -4.02697
257300 5.6676 -1.22806
257400 2.90795 -0.361606
257500 -1.07838 -2.03855
257600 2.24647 -2.2653
257700 -2.52144 -2.61168
257800 1.4889 -0.924589
257900 6.53598 -3.57567
258000 4.74065 -1.23099
258100 4.80835 -4.19142
258200 1.95403 -2.49507
258300 -1.59219 -0.935768
258400 -2.7391 0.401754
258500 2.02418 -2.38777
258600 4.11426 -3.39982
258700 4.6703 -5.52014
258800 5.49075 2.27335
258900 -0.117432 -1.89482
259000 2.7106 -3.40729
259100 0.471818 -1.81784
259200 -1.3103 -1.02716
259300 5.15975 -3.47941
259400 3.1483 -2.45951
259500 2.98101 -2.971
259600 2.43318 -0.370579
259700 -0.4605 -4.45775
259800 -1.02023 -0.756897
259900 3.80525 -5.04288
260000 4.77594 -1.03689
260100 3.64119 -0.389137
260200 2.66421 -1.49556
260300 1.66028 -3.44905
260400 0.539528 -2.94796
260500 2.16486 -0.272885
260600 0.418523 -2.00447
260700 3.89871 -2.02633
260800 2.62278 -2.16892
260900 5.28953 -2.78168
261000 1.72405 -8.68521
261100 -1.02643 0.32427
261200 4.36685 -1.11027
261300 0.0510396 -1.00477
261400 4.31165 -2.21979
261500 4.26847 -5.22294
261600 2.9109 -1.75929
261700 1.60793 -2.79924
261800 -0.791496 0.657399
261900 1.42211 -3.29659
262000 8.56204 -5.8093
262100 2.90647 -1.86759
262200 0.020856 -2.23103
262300 2.75731 2.45361
262400 0.00126397 -5.9009
262500 1.88366 -2.52154
262600 2.86652 -0.833889
262700 3.24004 -3.89199
262800 2.69216 -4.04112
262900 3.1399 0.982258
263000 1.44791 -2.84666
263100 1.813 -6.95292
263200 2.91553 -0.369195
263300 4.45565 0.506086
263400 2.62786 -0.24771
263500 1.11232 -5.65213
263600 -2.04333 -2.81024
263700 1.78307 -4.19725
263800 4.97346 -0.221986
263900 1.95711 -0.582499
264000 4.70774 -1.92258
264100 5.46182 -3.7779
264200 2.32316 -5.0595
264300 -0.220774 0.821291
264400 -0.372384 -4.89861
264500 4.47826 -4.38761
264600 2.24451 0.501331
264700 2.8293 -1.17067
264800 3.46159 -5.39894
264900 2.78457 -2.08719
265000 3.78026 -2.92245
265100 2.65941 0.409996
265200 -2.14612 -3.34025
265300 0.725737 -3.01831
265400 3.66397 -1.66121
265500 6.88289 -2.35265
265600 7.29245 -4.39454
265700 -0.428509 -4.14473
265800 -0.952927 -2.17557
265900 1.88083 -2.52358
266000 1.07579 -0.902107
266100 3.36864 -3.22866
266200 6.27432 -1.8147
266300 4.00261 -3.17117
266400 1.77163 -1.63213
266500 1.09588 -2.83448
266600 -1.64239 -3.7934
266700 5.37597 -1.50343
266800 1.97093 -2.42484
266900 3.11647 -2.80699
267000 5.47538 -5.05361
267100 2.15224 0.161983
267200 3.68624 -2.72954
267300 2.05059 -7.25853
267400 -1.31159 -1.10389
267500 4.43257 -0.87244
267600 3.06836 -2.26317
267700 1.5917 -3.73569
267800 2.01546 -1.52305
267900 4.58538 -4.9895
268000 3.97887 -3.338
268100 2.61962 0.471895
268200 1.63149 -1.62219
268300 1.61751 -2.86563
268400 5.25114 -6.97009
268500 1.4212 -0.496841
268600 0.938694 -1.47004
268700 3.1151 -4.15239
268800 2.32975 -0.903136
268900 2.64172 -3.6543
269000 5.45036 -3.42738
269100 2.86924 -1.86214
269200 3.51424 -4.14758
269300 1.77972 0.502629
269400 3.74156 -5.11907
269500 0.28518 -0.963562
269600 1.90995 -4.90752
269700 2.58848 -4.6541
269800 2.66361 0.826687
269900 4.23059 -1.64844
270000 2.70834 -4.26372
270100 6.86011 -4.99239
270200 3.70527 -1.40942
270300 -2.5014 -2.64717
270400 -0.3583 -3.11492
270500 3.05976 -3.89319
270600 5.61282 -1.78244
270700 3.85384 -1.23602
270800 3.91501 -2.69598
270900 5.48421 -3.14377
271000 0.465928 -0.118451
271100 -1.01122 -8.03423
271200 0.0790459 -1.78666
271300 4.93769 -2.58558
271400 4.33473 -4.53169
271500 1.83525 -1.6182
271600 4.08007 -1.63252
271700 4.88803 0.692846
271800 4.70398 -6.22271
271900 1.49096 -1.81048
272000 0.789469 -6.33592
272100 0.116824 -2.10779
272200 4.34762 -3.90148
272300 6.61288 -3.76205
272400 3.86687 0.00273015
272500 2.95763 -1.37811
272600 1.40355 -5.1181
272700 1.31934 -3.17856
272800 0.956322 -2.76839
272900 2.82396 -5.22576
273000 3.82166 -1.12425
273100 4.21184 -0.413613
273200 2.38792 -5.01856
273300 4.23748 -0.744357
273400 3.88655 -0.948331
273500 3.88934 -4.12299
273600 -0.653494 -3.53172
273700 -2.98011 -4.37091
273800 4.90355 -2.96074
273900 4.44026 -2.76963
274000 7.07438 -3.55904
274100 6.46694 -1.97951
274200 -0.57038 -0.569338
274300 -0.851744 -3.10927
274400 2.45402 -6.7167
274500 0.88223 -1.27607
274600 4.86521 -1.43666
274700 7.08093 -2.8679
274800 4.7108 -4.0312
274900 2.77571 -3.75705
275000 -0.0572717 1.64926
275100 -1.02781 -7.12592
275200 5.16617 -3.63527
275300 2.88401 0.258481
275400 3.54148 -8.32918
275500 4.90478 0.331192
275600 4.8407 -4.2205
275700 2.30237 -2.50158
275800 4.11488 -4.33239
275900 2.40032 -1.98632
276000 -0.00305943 -3.61677
276100 5.62093 -4.37821
276200 1.08826 -4.42772
276300 1.73358 -2.1327
276400 6.93726 -2.66598
276500 4.29215 -1.8364
276600 5.51562 -3.21871
276700 5.06781 -4.10419
276800 -1.4908 0.784846
276900 0.030839 -7.29093
277000 1.40807 -5.86932
277100 4.60122 -1.24503
277200 4.7084 -0.733185
277300 4.87715 -4.39782
277400 8.48233 -4.7151
277500 2.40329 -2.4657
277600 -2.86246 -3.24938
277700 1.8441 -4.08742
277800 0.0794606 -1.9126
277900 3.70324 -0.621127
278000 4.38819 -5.63212
278100 8.41747 -2.96486
278200 4.95409 -2.29743
278300 0.601659 -1.56314
278400 -1.28458 -4.58907
278500 2.64521 -6.6929
278600 0.914054 1.45833
278700 5.36827 -2.44445
278800 6.37448 -8.05567
278900 7.08598 -0.459997
279000 4.48749 -2.92336
279100 -0.116264 -3.53901
279200 -2.36158 -3.298
279300 1.02338 -4.55879
279400 6.51872 -1.80781
279500 7.13186 -2.77668
279600 3.99536 -3.65824
279700 4.40717 -3.24934
279800 3.73357 -1.25599
279900 2.90894 -3.02377
280000 -0.289284 -7.21572
280100 2.54017 -3.7125
280200 3.60601 -5.19671
280300 4.62333 -3.51307
280400 3.82271 -0.877209
280500 1.69518 0.327484
280600 5.98056 -4.37291
280700 4.99957 -5.40598
280800 1.06379 -4.34042
280900 2.99621 -2.57514
281000 2.05104 -4.97464
281100 2.57121 -2.52979
281200 4.29281 -0.22731
281300 1.62312 -4.78107
281400 4.16292 -3.16608
281500 5.87464 -2.95593
281600 5.18537 -4.26521
281700 0.946138 1.25003
281800 2.12631 -7.44102
281900 2.94663 -2.67637
282000 2.13922 -5.47617
282100 5.22189 -4.22832
282200 7.17219 -2.33346
282300 2.04097 -4.26046
282400 5.33308 -3.09166
282500 -1.61725 -2.55687
282600 0.602142 -5.66832
282700 3.56095 2.19114
282800 5.88452 -5.78941
282900 6.3705 -4.09127
283000 6.32263 -2.65871
283100 1.78152 -7.19078
283200 2.05944 -2.34367
283300 2.21495 0.16378
283400 2.64646 -8.33259
283500 1.63732 -0.209743
283600 7.266 -6.48998
283700 4.84229 -2.18231
283800 2.61494 -5.87112
283900 2.60165 -1.84006
284000 0.0360067 -0.0326026
284100 6.07414 -3.29713
284200 6.29907 -7.18415
284300 0.153066 -3.76328
284400 3.48596 -0.615279
284500 2.85141 -1.75899
284600 6.28354 -5.0725
284700 3.21914 -4.0359
284800 4.47897 -4.03102
284900 3.69728 -1.83013
285000 1.68172 -4.25079
285100 4.02193 -4.33315
285200 0.426085 -2.22617
285300 4.84694 -3.30424
285400 3.32841 -7.20698
285500 6.41114 -1.89747
285600 1.75081 -2.73937
285700 4.96062 -2.96516
285800 2.694 -3.51865
285900 1.95642 -5.12369
286000 4.30426 -1.52441
286100 3.98572 -3.75629
286200 5.70698 -3.46579
286300 4.06712 -4.12855
286400 -0.1462 -6.13226
286500 5.89252 -3.87561
286600 2.9105 -2.8628
286700 1.62636 -3.00498
286800 4.03547 -1.79428
286900 8.44512 -5.17725
287000 4.68165 -7.01046
287100 -0.0221436 -0.311643
287200 2.86593 -2.89089
287300 1.54831 -4.97475
287400 5.1826 -5.09283
287500 8.43832 -1.18957
287600 2.36052 -2.0425
287700 6.2077 -5.17666
287800 0.263512 -5.8949
287900 0.420575 -4.88848
288000 4.84549 -2.5452
288100 3.62011 -5.10057
288200 6.57704 -4.19116
288300 3.91368 -2.23353
288400 2.4678 -1.80546
288500 7.91595 -4.7966
288600 0.984364 -3.7537
288700 2.28577 -4.45614
288800 2.27311 -4.35747
288900 5.0293 -0.768727
289000 2.76819 -5.72991
289100 3.63476 -7.77293
289200 5.37426 -1.56609
289300 3.63828 -0.930995
289400 4.21656 -3.64079
289500 6.6562 -2.06782
289600 2.96077 -9.65357
289700 2.78148 -2.35163
289800 0.244727 -2.52893
289900 3.04635 -4.10484
290000 2.75878 -4.01254
