# Time-averaged data for fix at2
# TimeStep f_mysf1[3] f_mysf2[3]
99900 65.5498 -66.1617
100000 63.3124 -65.4026
100100 63.1911 -64.1633
100200 62.0827 -63.582
100300 66.0238 -66.8897
100400 65.48 -62.8895
100500 64.6682 -62.9948
100600 64.4504 -60.5866
100700 65.2995 -67.47
100800 64.3866 -65.2361
100900 62.1036 -66.2084
101000 61.2511 -64.4151
101100 67.1976 -64.3871
101200 66.1603 -65.3214
101300 66.6878 -61.6664
101400 63.3162 -63.4863
101500 65.114 -65.0597
101600 66.6706 -67.0032
101700 61.3707 -66.4329
101800 64.2346 -64.0277
101900 63.3321 -65.3732
102000 68.1402 -66.6237
102100 64.9945 -61.3501
102200 66.0053 -64.5906
102300 65.813 -63.279
102400 65.6105 -67.6122
102500 62.6668 -65.2527
102600 64.5365 -67.8303
102700 63.744 -64.9578
102800 67.2885 -65.5402
102900 65.7288 -63.9676
103000 68.1507 -63.7617
103100 64.1642 -65.2803
103200 66.9166 -64.8196
103300 64.1487 -67.3322
103400 62.9377 -67.2163
103500 66.3312 -65.4393
103600 63.6378 -66.9395
103700 68.4945 -64.9939
103800 66.7211 -62.5493
103900 67.2138 -66.9433
104000 65.864 -63.3208
104100 65.2077 -68.202
104200 62.9301 -66.8649
104300 67.8493 -68.2261
104400 62.9222 -64.6114
104500 67.4961 -66.9256
104600 67.2321 -63.2358
104700 67.9242 -65.9693
104800 65.6141 -65.3854
104900 67.4695 -64.999
105000 63.5424 -68.7101
105100 64.5009 -67.7111
105200 68.4046 -67.5613
105300 63.8279 -66.1356
105400 68.9614 -64.8531
105500 66.8508 -65.1351
105600 69.4069 -67.2036
105700 64.9022 -63.4882
105800 65.6677 -67.7579
105900 64.5532 -68.7929
106000 67.7773 -69.0556
106100 64.6095 -64.9771
106200 67.026 -67.2019
106300 69.03 -65.3431
106400 68.4189 -66.6133
106500 66.9204 -65.7477
106600 66.3519 -65.9004
106700 65.7736 -69.034
106800 66.2104 -69.4569
106900 66.9608 -67.9154
107000 64.816 -65.7609
107100 68.2651 -65.8418
107200 70.6641 -66.9815
107300 67.7238 -66.6832
107400 64.7619 -64.7049
107500 68.2576 -68.7977
107600 66.1985 -69.4561
107700 66.7786 -68.8493
107800 65.9121 -66.6258
107900 67.4279 -67.6357
108000 69.0569 -65.3815
108100 70.9689 -68.1465
108200 66.5243 -66.9993
108300 66.5003 -66.327
108400 68.0037 -68.7399
108500 67.5093 -70.7798
108600 67.1503 -66.9867
108700 64.6598 -68.0021
108800 70.0552 -67.7211
108900 69.3309 -65.3545
109000 70.233 -68.6752
109100 66.5884 -66.6861
109200 67.9413 -67.0859
109300 66.164 -69.5893
109400 69.1853 -70.799
109500 66.8921 -66.8722
109600 66.2805 -68.947
109700 69.7445 -67.7737
109800 70.1401 -65.677
109900 69.3115 -68.1858
110000 68.4747 -67.9695
110100 67.8103 -69.3635
110200 65.9724 -69.5369
110300 68.896 -70.7082
110400 67.9491 -66.8297
110500 67.4007 -69.5515
110600 70.4133 -66.1261
110700 70.8811 -68.6089
110800 69.1698 -68.5017
110900 68.6054 -68.551
111000 65.9461 -69.5705
111100 66.8249 -69.8898
111200 71.3865 -71.0368
111300 67.8214 -67.7663
111400 69.0305 -67.2354
111500 70.5162 -66.9777
111600 70.6511 -70.1593
111700 69.0433 -67.8387
111800 68.5916 -69.0547
111900 65.5025 -70.8146
112000 68.9148 -70.1973
112100 71.0822 -70.7934
112200 67.3607 -67.827
112300 70.2011 -66.7634
112400 70.1893 -69.127
112500 71.9278 -69.7412
112600 69.4049 -68.3326
112700 67.2596 -70.408
112800 67.0506 -69.9274
112900 69.9939 -71.4489
113000 70.7727 -70.714
113100 67.5604 -68.1005
113200 70.3504 -65.9366
113300 72.0537 -70.6358
113400 71.6087 -70.7768
113500 68.4295 -67.5533
113600 66.4139 -70.4058
113700 68.0225 -70.9668
113800 72.0271 -71.6976
113900 69.7932 -70.7283
114000 68.4359 -67.7453
114100 71.2034 -66.903
114200 71.8443 -71.9137
114300 70.8609 -70.1599
114400 69.2959 -68.1544
114500 67.2026 -70.7018
114600 69.5521 -71.3574
114700 71.687 -72.249
114800 70.0343 -70.3366
114900 69.9434 -68.0514
115000 70.4273 -68.2047
115100 71.5961 -71.7295
115200 71.4414 -70.1743
115300 70.2672 -69.5411
115400 67.1815 -71.1905
115500 70.4436 -72.1362
115600 72.0826 -71.2142
115700 69.8998 -71.0205
115800 70.754 -67.9036
115900 70.98 -68.9444
116000 71.6544 -72.7844
116100 72.3116 -70.3546
116200 69.1941 -70.6427
116300 66.9841 -71.7577
116400 71.7548 -70.4148
116500 72.3157 -72.4524
116600 70.7437 -70.9162
116700 72.036 -67.9868
116800 69.9378 -69.2311
116900 72.3286 -72.6758
117000 72.6519 -71.8248
117100 69.3406 -71.3265
117200 66.6491 -72.0246
117300 73.3209 -70.5958
117400 71.7264 -73.2696
117500 72.1186 -71.7589
117600 72.0654 -66.4584
117700 71.0113 -69.8849
117800 72.529 -73.7836
117900 72.9461 -71.6893
118000 68.6358 -72.0608
118100 67.4751 -72.4348
118200 73.3525 -71.6512
118300 72.8865 -72.9581
118400 71.7458 -71.6972
118500 71.877 -66.7417
118600 71.273 -70.6895
118700 73.625 -74.5712
118800 73.096 -72.1857
118900 68.5168 -72.3644
119000 69.016 -71.7539
119100 73.2462 -70.9549
119200 73.4957 -74.1007
119300 72.1316 -71.6084
119400 72.6598 -67.3427
119500 71.9274 -71.815
119600 72.5024 -74.3505
119700 72.4159 -72.8101
119800 68.5234 -72.4891
119900 70.227 -73.4936
120000 73.4861 -70.5623
120100 74.0736 -74.7814
120200 72.4999 -70.3947
120300 74.145 -68.3293
120400 71.9634 -71.4536
120500 72.1437 -74.833
120600 73.84 -73.4235
120700 68.9991 -73.0491
120800 71.1574 -74.1589
120900 72.1397 -71.3953
121000 74.1135 -74.0557
121100 73.21 -70.2583
121200 74.1763 -70.2472
121300 72.2541 -72.2596
121400 72.8321 -74.0389
121500 74.2225 -73.4105
121600 68.404 -74.0758
121700 71.766 -73.4328
121800 72.0316 -71.8318
121900 76.0443 -73.9359
122000 73.2408 -72.5429
122100 74.6917 -69.5129
122200 72.4467 -71.5419
122300 72.5363 -73.494
122400 75.1623 -75.9464
122500 68.2581 -74.2737
122600 72.7449 -74.4537
122700 71.2434 -71.7697
122800 75.3063 -73.5078
122900 74.8067 -72.9539
123000 75.4519 -70.0605
123100 73.0738 -72.249
123200 72.6461 -72.909
123300 75.107 -75.4583
123400 70.0846 -75.0494
123500 71.622 -75.9227
123600 72.2669 -71.269
123700 75.2002 -74.7214
123800 74.9834 -74.4882
123900 74.2193 -68.8914
124000 75.5318 -72.8127
124100 72.875 -72.8236
124200 74.59 -76.0978
124300 71.3838 -75.4784
124400 71.7366 -74.1665
124500 72.7951 -74.2458
124600 73.9263 -74.3498
124700 76.1145 -73.8939
124800 75.4922 -70.1651
124900 74.6554 -73.953
125000 73.0566 -72.3129
125100 76.1746 -74.5115
125200 72.0429 -76.4577
125300 70.8592 -75.4955
125400 73.1377 -74.7257
125500 74.7527 -73.3828
125600 75.2364 -75.5784
125700 76.2198 -71.8557
125800 75.2445 -72.2631
125900 74.4147 -71.8925
126000 74.0359 -75.9144
126100 74.5548 -75.9778
126200 71.5968 -76.3632
126300 73.8016 -75.6896
126400 71.9459 -73.9803
126500 77.0215 -74.5154
126600 75.1629 -73.1233
126700 76.7079 -72.5316
126800 76.0629 -72.7959
126900 73.3052 -74.203
127000 75.53 -77.935
127100 73.0726 -74.9901
127200 72.4697 -76.8557
127300 72.6743 -74.7838
127400 75.0198 -74.8476
127500 78.0744 -74.5293
127600 76.2556 -71.6204
127700 75.927 -75.28
127800 74.5362 -72.6829
127900 76.583 -76.8424
128000 72.2993 -76.7208
128100 72.0174 -76.7993
128200 74.7155 -75.573
128300 74.6339 -74.0632
128400 77.6699 -76.5552
128500 75.8896 -71.5691
128600 78.0753 -73.3343
128700 75.5364 -74.4812
128800 75.0663 -75.9896
128900 75.2526 -77.2233
129000 71.2421 -76.2263
129100 74.0894 -78.7112
129200 74.9427 -75.3894
129300 76.9414 -74.6604
129400 76.36 -74.5463
129500 77.1812 -72.4647
129600 78.4213 -75.0242
129700 74.7249 -74.5886
129800 75.0877 -77.4638
129900 72.9314 -76.572
130000 73.8051 -77.8381
130100 75.8012 -77.8125
130200 74.8517 -74.4119
130300 78.4746 -75.7304
130400 76.3706 -72.2621
130500 78.3168 -74.7158
130600 76.8373 -75.4315
130700 74.2881 -76.1771
130800 76.2057 -78.8633
130900 72.7795 -76.0884
131000 74.2881 -78.3773
131100 76.3933 -76.3492
131200 77.103 -74.2439
131300 78.5665 -75.3304
131400 76.6276 -74.6287
131500 78.0541 -74.3078
131600 75.9115 -76.8258
131700 75.1932 -77.9943
131800 73.9189 -78.3045
131900 75.8979 -76.8108
132000 74.5963 -78.0683
132100 77.0629 -75.2974
132200 78.0552 -76.1229
132300 78.6028 -72.8675
132400 77.3953 -76.9421
132500 77.89 -75.5763
132600 74.8666 -77.3002
132700 75.8608 -77.8443
132800 72.9259 -78.5227
132900 77.6921 -77.407
133000 75.2274 -77.4194
133100 77.2046 -75.2591
133200 78.8493 -75.9389
133300 78.4607 -73.2655
133400 78.4255 -77.1821
133500 77.0444 -76.4513
133600 75.3329 -77.5385
133700 75.2847 -79.6501
133800 74.0459 -78.0922
133900 77.3871 -79.042
134000 76.8889 -75.7296
134100 78.2859 -76.3103
134200 79.8429 -74.1502
134300 77.9776 -75.1867
134400 78.3975 -77.4993
134500 75.6459 -76.8837
134600 76.0711 -78.2348
134700 74.4605 -80.5395
134800 76.5339 -77.4746
134900 78.0321 -79.1442
135000 77.365 -75.2762
135100 77.9997 -76.9082
135200 79.8333 -73.9565
135300 78.6663 -77.5206
135400 79.3705 -77.2533
135500 74.3242 -78.1108
135600 76.9551 -77.8405
135700 73.9639 -80.1793
135800 78.5259 -79.2476
135900 76.6333 -79.6333
136000 79.229 -74.308
136100 78.0683 -76.4622
136200 80.1212 -74.9099
136300 79.7116 -78.9164
136400 78.5746 -76.2585
136500 74.538 -79.4065
136600 76.6762 -78.6918
136700 75.2136 -79.9394
136800 79.0926 -80.1007
136900 76.3144 -77.8938
137000 79.9641 -74.5
137100 78.1696 -76.1696
137200 80.557 -76.9928
137300 80.2282 -79.2992
137400 77.5452 -76.8073
137500 75.3644 -80.0712
137600 76.5864 -79.0474
137700 77.4371 -79.9247
137800 79.026 -79.8946
137900 76.9511 -76.8541
138000 79.9693 -75.6149
138100 79.0122 -76.5297
138200 80.2044 -78.6035
138300 80.4065 -79.2838
138400 76.6907 -76.4497
138500 75.8937 -80.3757
138600 76.8454 -80.3547
138700 78.8159 -80.4201
138800 79.4072 -79.0574
138900 76.9074 -77.3322
139000 81.0389 -76.3421
139100 80.554 -77.2543
139200 79.224 -78.5739
139300 79.6336 -79.1377
139400 76.8591 -77.0533
139500 76.6158 -81.2019
139600 77.6107 -80.5146
139700 77.6432 -78.8869
139800 79.978 -80.4321
139900 77.5806 -77.3408
140000 81.9429 -76.131
140100 80.4505 -77.3974
140200 79.6494 -79.3985
140300 79.8959 -79.9606
140400 76.7711 -77.0132
140500 77.3186 -81.8787
140600 76.4871 -80.695
140700 79.9435 -80.3167
140800 79.3466 -79.5762
140900 77.8793 -76.545
141000 82.2616 -77.7132
141100 80.7648 -75.9232
141200 80.6407 -81.525
141300 79.7743 -79.676
141400 76.4773 -77.0308
141500 78.0083 -82.7741
141600 76.0418 -81.3519
141700 81.9018 -80.0258
141800 79.2914 -79.0862
141900 77.3208 -77.7238
142000 82.7947 -78.7347
142100 81.8949 -75.617
142200 80.1605 -80.7642
142300 79.1436 -80.5651
142400 78.4885 -78.1118
142500 77.4306 -82.1349
142600 76.6952 -82.9917
142700 81.3153 -79.9615
142800 80.393 -79.1434
142900 78.1628 -78.3147
143000 81.4774 -77.8722
143100 83.4297 -77.076
143200 80.0508 -79.7842
143300 79.2006 -80.8754
143400 78.8099 -79.6258
143500 78.6426 -80.9503
143600 77.1518 -84.066
143700 79.5915 -79.9767
143800 82.2817 -79.0469
143900 78.7632 -79.4929
144000 81.0526 -78.6253
144100 82.5765 -77.0003
144200 81.1171 -79.5505
144300 80.2897 -83.2652
144400 79.2406 -78.1904
144500 79.0064 -81.4692
144600 77.2715 -83.0725
144700 79.385 -81.4639
144800 82.8052 -79.5096
144900 78.446 -79.3248
145000 82.3973 -79.3062
145100 82.2203 -77.6923
145200 82.2886 -79.0613
145300 79.3879 -82.891
145400 77.7271 -78.9352
145500 81.6158 -82.803
145600 78.2114 -82.2755
145700 78.6788 -83.1441
145800 82.141 -79.0926
145900 80.9275 -78.315
146000 81.3003 -80.8847
146100 83.0271 -77.7876
146200 82.738 -79.3168
146300 79.7177 -82.859
146400 79.0345 -81.7342
146500 80.6076 -79.0376
146600 78.0819 -85.5145
146700 80.2159 -81.385
146800 82.373 -82.0073
146900 81.3981 -78.0339
147000 79.4055 -80.336
147100 84.852 -77.4508
147200 81.6379 -80.9417
147300 83.9669 -82.0948
147400 76.4529 -81.9928
147500 81.0353 -79.9112
147600 78.343 -83.5922
147700 80.646 -83.7222
147800 81.4376 -81.8984
147900 81.5548 -77.9219
148000 81.2379 -81.6497
148100 82.2354 -78.9714
148200 85.0206 -80.0988
148300 81.3611 -81.0798
148400 79.3025 -83.0292
148500 80.901 -81.188
148600 78.8768 -80.8332
148700 79.9715 -85.1627
148800 82.5426 -83.1686
148900 82.3407 -79.4362
149000 80.9524 -79.8038
149100 81.8151 -80.2899
149200 83.7663 -79.5619
149300 85.1814 -81.747
149400 79.2866 -82.6751
149500 78.7999 -82.3757
149600 82.1579 -81.5818
149700 79.6465 -82.8421
149800 80.9483 -85.5763
149900 82.9412 -80.9632
150000 83.0264 -78.5203
150100 81.2603 -80.854
150200 83.1143 -79.7149
150300 84.9127 -82.5034
150400 82.8513 -83.2844
150500 77.9986 -81.7102
150600 80.6462 -82.1765
150700 80.7862 -83.0019
150800 81.5185 -84.223
150900 82.5351 -84.2043
151000 84.1952 -78.3701
151100 82.2656 -80.7788
151200 81.8994 -81.85
151300 84.102 -80.3875
151400 84.5925 -82.332
151500 78.9228 -85.1001
151600 81.1324 -81.1942
151700 82.3068 -83.4859
151800 80.704 -83.6524
151900 81.8971 -84.7676
152000 83.486 -80.8467
152100 84.1438 -79.3205
152200 81.8844 -81.6695
152300 83.1471 -82.5061
152400 86.5 -81.0636
152500 81.618 -83.5753
152600 77.7256 -83.7092
152700 83.1284 -82.3625
152800 81.718 -83.7357
152900 81.4709 -83.8379
153000 83.3512 -83.6105
153100 83.8248 -78.8362
153200 82.6133 -83.8324
153300 83.4665 -81.0944
153400 83.899 -82.3164
153500 85.1622 -82.4541
153600 78.7894 -83.9591
153700 82.4636 -83.5564
153800 82.1178 -82.2894
153900 82.9321 -85.1875
154000 82.1744 -84.5973
154100 83.8314 -79.8496
154200 84.5698 -81.8791
154300 82.0466 -83.766
154400 83.1958 -81.728
154500 85.438 -82.2823
154600 82.1667 -84.2522
154700 81.4542 -84.5199
154800 83.4826 -83.2767
154900 82.8463 -83.1185
155000 83.1056 -84.0942
155100 81.3788 -83.6609
155200 86.0516 -81.3647
155300 83.6863 -83.454
155400 84.103 -82.301
155500 83.4691 -82.8364
155600 84.024 -83.1089
155700 81.5439 -84.7664
155800 82.6307 -83.9992
155900 83.289 -83.8733
156000 82.2601 -84.6413
156100 84.3709 -84.3991
156200 82.2412 -82.0303
156300 86.1481 -81.5409
156400 83.4508 -83.5425
156500 83.6775 -83.3863
156600 84.2429 -83.5089
156700 83.5705 -82.8759
156800 82.2546 -84.3088
156900 84.1155 -84.9125
157000 82.6996 -83.9147
157100 82.1545 -84.511
157200 85.6056 -84.02
157300 82.7726 -82.5642
157400 85.7614 -83.131
157500 83.6054 -83.2138
157600 84.499 -83.5695
157700 84.4217 -83.58
157800 84.6519 -83.4671
157900 81.976 -85.8642
158000 83.7207 -84.8052
158100 83.2077 -83.5213
158200 83.6887 -84.6946
158300 84.0322 -85.3003
158400 83.0689 -82.7046
158500 86.3726 -83.7764
158600 84.7102 -83.609
158700 83.6979 -83.5151
158800 84.3823 -83.7392
158900 85.027 -83.2978
159000 83.4982 -84.6111
159100 84.3567 -86.3388
159200 83.5091 -85.2735
159300 83.2478 -84.0923
159400 83.986 -83.7516
159500 83.8927 -83.8304
159600 85.9301 -84.9474
159700 86.27 -83.3438
159800 84.9528 -84.0113
159900 83.8085 -84.1681
160000 83.7497 -83.6251
160100 83.2448 -84.5576
160200 86.1486 -87.1031
160300 82.6857 -84.948
160400 84.6359 -85.2901
160500 84.5385 -83.8252
160600 83.833 -84.3439
160700 85.1902 -83.8391
160800 87.3542 -84.5656
160900 83.7407 -83.542
161000 85.4141 -84.4568
161100 84.1159 -84.6632
161200 84.6263 -84.8153
161300 84.4109 -85.043
161400 82.8688 -86.9062
161500 85.6432 -84.8598
161600 85.0523 -84.5979
161700 83.1245 -84.7426
161800 85.9492 -85.1574
161900 86.2341 -83.8655
162000 86.2158 -82.3225
162100 84.8018 -87.7676
162200 84.3916 -84.5317
162300 85.2099 -83.9113
162400 84.6673 -86.1675
162500 82.2183 -86.3681
162600 84.4884 -84.9983
162700 87.8851 -84.9918
162800 83.8588 -84.2824
162900 84.7676 -85.5492
163000 86.6578 -83.7384
163100 86.5539 -83.2291
163200 84.5387 -85.9104
163300 85.8118 -86.8941
163400 84.1795 -83.8031
163500 85.7745 -86.456
163600 82.5833 -86.5158
163700 84.443 -86.3041
163800 87.454 -84.5099
163900 85.8332 -84.7217
164000 83.7822 -84.7165
164100 87.6795 -85.4614
164200 85.8896 -84.1074
164300 86.0967 -85.3405
164400 83.7641 -87.581
164500 84.2926 -84.7654
164600 87.0946 -85.6582
164700 83.4063 -87.618
164800 86.0139 -84.9896
164900 85.7375 -85.6881
165000 87.1928 -83.8505
165100 84.626 -84.7956
165200 86.9877 -87.3296
165300 87.3887 -82.9579
165400 84.8435 -87.1941
165500 85.13 -85.3447
165600 83.9103 -87.3601
165700 85.1409 -85.2415
165800 86.8405 -86.962
165900 84.1256 -88.1626
166000 87.2513 -84.965
166100 86.5931 -84.4839
166200 86.8483 -83.9898
166300 85.3528 -85.2649
166400 88.103 -86.6069
166500 87.0544 -85.1657
166600 83.9514 -87.2685
166700 84.3184 -87.302
166800 85.2379 -86.2626
166900 86.4267 -85.9739
167000 85.0676 -88.4083
167100 86.7804 -85.6998
167200 88.1601 -84.4872
167300 86.5961 -84.5337
167400 85.7913 -86.2436
167500 87.0293 -86.266
167600 88.7519 -84.6293
167700 84.6976 -87.8174
167800 84.819 -88.0181
167900 84.4394 -86.091
168000 86.6161 -85.8047
168100 86.2364 -87.9723
168200 83.9659 -88.98
168300 88.6199 -84.3096
168400 88.356 -84.8142
168500 86.5922 -84.366
168600 86.7865 -87.384
168700 87.3574 -85.5596
168800 88.0776 -85.2907
168900 84.6229 -88.4992
169000 85.276 -87.2966
169100 84.8847 -87.1321
169200 87.7314 -87.681
169300 85.136 -86.6586
169400 86.3464 -88.0093
169500 87.5429 -84.5903
169600 87.3777 -85.9872
169700 87.6896 -86.0341
169800 88.1426 -87.4275
169900 86.5532 -85.31
170000 88.1501 -86.2479
170100 84.3661 -88.5568
170200 86.2262 -87.3452
170300 85.9789 -87.4175
170400 87.9841 -87.7819
170500 86.301 -86.6219
170600 86.4144 -87.6098
170700 87.5553 -85.0816
170800 88.0433 -86.5587
170900 87.2162 -86.8246
171000 87.8903 -87.6035
171100 87.7765 -86.27
171200 86.5082 -86.9064
171300 85.6038 -86.7334
171400 85.7062 -88.4495
171500 86.3673 -87.6987
171600 88.1663 -88.3199
171700 86.8876 -87.1703
171800 87.3885 -85.7002
171900 87.996 -85.9447
172000 87.8325 -86.6607
172100 86.674 -87.1912
172200 88.8278 -87.8148
172300 87.5445 -86.6203
172400 85.7415 -87.1239
172500 86.7069 -89.1562
172600 86.7819 -88.0956
172700 87.2696 -87.2318
172800 87.4326 -89.7327
172900 86.8037 -87.4833
173000 88.605 -84.3229
173100 88.8382 -86.9214
173200 88.0691 -87.2211
173300 87.4132 -86.9836
173400 89.2538 -87.7265
173500 87.7847 -86.7721
173600 85.4651 -89.6844
173700 86.9568 -88.9933
173800 87.3869 -88.3198
173900 87.0377 -87.441
174000 87.0196 -88.6581
174100 87.4206 -88.8494
174200 89.5153 -84.716
174300 88.7837 -86.8206
174400 88.1363 -88.2647
174500 88.5336 -86.6302
174600 88.93 -87.2959
174700 87.8752 -87.9364
174800 85.47 -88.4173
174900 87.5755 -90.2319
175000 87.8564 -88.0834
175100 86.5398 -88.2534
175200 87.3617 -89.5261
175300 86.8932 -87.2109
175400 90.2919 -87.037
175500 89.5833 -87.3214
175600 87.8497 -87.7051
175700 89.0854 -86.6338
175800 89.5113 -87.4529
175900 88.2215 -87.9013
176000 86.955 -88.8764
176100 86.6304 -89.03
176200 88.5959 -88.7856
176300 86.6404 -90.291
176400 87.1839 -88.2038
176500 88.0415 -88.8758
176600 89.3129 -87.1257
176700 89.556 -87.2576
176800 88.6658 -88.4473
176900 88.0919 -87.183
177000 90.4174 -87.2934
177100 89.7886 -88.6831
177200 85.705 -88.0969
177300 88.2172 -90.0885
177400 88.4272 -88.5462
177500 86.7525 -89.1187
177600 87.7174 -89.6822
177700 88.0851 -88.9337
177800 89.1011 -87.4859
177900 90.7205 -88.7933
178000 88.2341 -87.6647
178100 89.4391 -87.6117
178200 88.4578 -86.7108
178300 90.4886 -88.2633
178400 87.8825 -89.3936
178500 87.6539 -90.1113
178600 87.8191 -89.6837
178700 89.5217 -88.6893
178800 86.8199 -89.3037
178900 88.4583 -89.9178
179000 88.1775 -87.2805
179100 90.3941 -88.6936
179200 89.5474 -87.9397
179300 88.5481 -88.9088
179400 90.5823 -87.2553
179500 89.4511 -89.2488
179600 87.8566 -88.5189
179700 88.1702 -90.0937
179800 87.6692 -90.4042
179900 89.7698 -88.102
180000 86.5693 -89.8009
180100 88.9083 -90.5593
180200 88.9174 -87.6922
180300 89.8919 -87.5131
180400 90.6426 -88.6907
180500 88.6636 -89.4982
180600 90.3129 -87.771
180700 90.1011 -87.9313
180800 88.6537 -88.7926
180900 87.5357 -90.7001
181000 88.8799 -89.8904
181100 88.2833 -90.4789
181200 89.4977 -89.0714
181300 87.8813 -89.824
181400 88.2522 -89.8869
181500 89.9384 -87.1135
181600 90.9379 -89.8786
181700 90.211 -87.5451
181800 89.6612 -88.694
181900 90.621 -89.1983
182000 88.8264 -89.0298
182100 88.5862 -89.2199
182200 89.6907 -90.5624
182300 87.6843 -91.3841
182400 88.2952 -89.9153
182500 89.3777 -89.5409
182600 89.0776 -89.4153
182700 89.9539 -89.9344
182800 90.0743 -88.6994
182900 91.1779 -87.9695
183000 90.0418 -87.191
183100 89.6803 -90.5542
183200 89.9142 -88.8232
183300 89.4011 -89.3382
183400 89.4778 -90.5433
183500 88.3341 -90.6526
183600 87.1806 -90.6282
183700 88.9114 -90.2071
183800 89.9016 -89.4365
183900 89.2102 -89.5117
184000 90.8885 -90.1617
184100 90.1847 -88.9769
184200 91.3228 -87.2017
184300 89.7662 -88.7396
184400 90.1964 -90.2075
184500 89.9487 -89.5699
184600 89.8336 -90.0041
184700 89.7729 -90.5504
184800 88.1673 -91.1485
184900 87.6595 -91.0444
185000 89.8854 -89.3399
185100 90.1163 -88.1372
185200 90.3016 -93.0045
185300 90.1483 -88.7571
185400 91.4882 -89.654
185500 90.9367 -88.1102
185600 89.2574 -88.6275
185700 89.0281 -90.0178
185800 89.6686 -90.5775
185900 92.2723 -90.4087
186000 88.1533 -90.9439
186100 89.7138 -90.9943
186200 89.7572 -89.8938
186300 88.8088 -88.7014
186400 91.2691 -90.8307
186500 90.5674 -90.8721
186600 90.8032 -90.146
186700 90.7991 -89.2928
186800 89.7371 -88.5017
186900 89.7432 -89.3268
187000 89.7546 -90.7769
187100 90.7913 -91.2875
187200 91.3335 -90.9185
187300 89.7414 -90.8761
187400 88.006 -91.172
187500 89.5014 -89.651
187600 90.9835 -89.1816
187700 90.2862 -91.3288
187800 91.3648 -90.3418
187900 91.4483 -91.8352
188000 90.721 -87.6188
188100 90.7834 -89.6385
188200 89.4939 -89.9341
188300 89.7138 -90.9949
188400 92.2348 -91.0065
188500 90.08 -91.4961
188600 90.4631 -90.4749
188700 87.4258 -90.8758
188800 90.779 -90.2916
188900 91.0129 -90.1886
189000 90.5516 -91.4708
189100 91.2496 -90.9891
189200 91.4652 -91.2333
189300 90.7472 -86.4288
189400 91.2075 -90.5675
189500 90.7801 -91.8247
189600 90.9437 -90.8977
189700 91.384 -90.0914
189800 91.1203 -91.565
189900 88.6859 -91.0556
190000 86.9666 -91.3697
190100 92.1482 -91.3596
190200 91.5944 -90.5033
190300 89.6678 -91.8875
190400 91.4332 -91.452
190500 91.6835 -89.1367
190600 92.1154 -87.0225
190700 90.7554 -90.477
190800 90.018 -92.0751
190900 92.176 -91.6102
191000 91.8637 -90.0402
191100 90.8693 -91.8601
191200 88.2324 -91.2608
191300 89.0531 -92.2259
191400 91.1052 -90.7058
191500 92.1218 -91.4595
191600 90.9031 -91.8467
191700 91.2599 -91.0276
191800 91.5886 -90.466
191900 91.8327 -87.5674
192000 91.5478 -90.5539
192100 91.2273 -91.3901
192200 91.8419 -92.8743
192300 91.6787 -90.6363
192400 91.8345 -91.6635
192500 88.2448 -91.6924
192600 89.1459 -92.0158
192700 90.7688 -91.4839
192800 91.6023 -91.1432
192900 92.7188 -92.0149
193000 90.1945 -92.2304
193100 93.1362 -90.312
193200 90.9431 -89.3859
193300 91.4916 -90.2128
193400 91.5575 -90.8672
193500 91.9141 -91.3715
193600 92.1631 -92.5083
193700 92.0785 -90.7064
193800 89.1026 -93.4375
193900 91.1044 -90.0547
194000 90.336 -92.2966
194100 90.9587 -91.3399
194200 90.4072 -92.7399
194300 92.5978 -91.9271
194400 91.688 -91.8274
194500 92.8587 -89.2528
194600 90.8921 -91.7835
194700 92.6628 -89.7541
194800 91.2846 -90.9283
194900 92.6914 -90.7587
195000 91.8879 -92.6305
195100 91.0462 -91.0617
195200 89.5933 -92.8547
195300 92.3783 -91.2678
195400 90.0794 -93.1797
195500 90.9136 -90.8242
195600 91.1339 -93.0268
195700 91.7857 -92.0377
195800 91.7362 -90.6992
195900 92.5876 -90.0207
196000 92.0266 -92.2779
196100 92.6539 -90.4795
196200 90.7274 -90.9545
196300 93.0714 -91.2348
196400 92.3014 -92.9532
196500 90.5752 -90.9813
196600 91.4521 -92.6178
196700 92.1438 -92.5059
196800 91.0087 -91.318
196900 92.0029 -91.9821
197000 90.0395 -91.8117
197100 92.9164 -93.1162
197200 91.2721 -91.8632
197300 92.3189 -92.0328
197400 92.653 -91.8707
197500 92.1564 -91.3164
197600 91.7112 -91.5925
197700 92.352 -91.975
197800 92.2621 -92.5731
197900 92.3678 -91.1778
198000 92.2758 -92.1619
198100 91.5551 -93.0634
198200 92.1112 -91.493
198300 92.0214 -92.2666
198400 91.9775 -91.2096
198500 92.3599 -93.3338
198600 91.618 -92.0217
198700 91.2776 -91.5188
198800 93.0173 -91.5574
198900 91.4719 -93.5389
199000 92.8526 -91.3378
199100 90.2925 -90.8833
199200 94.2208 -93.3392
199300 92.6815 -92.1524
199400 92.3116 -91.836
199500 91.5574 -92.8135
199600 92.6372 -92.4613
199700 92.3486 -91.8713
199800 90.1583 -91.1819
199900 94.4827 -93.1088
200000 92.1883 -93.3441
200100 91.7959 -92.6912
200200 92.2422 -92.2429
200300 92.1571 -92.5531
200400 93.1584 -92.422
200500 91.3064 -90.4227
200600 92.5435 -93.1501
200700 93.5825 -93.0971
200800 93.2538 -92.7847
200900 92.4229 -91.1497
201000 92.929 -92.7326
