# Time-averaged data for fix at1
# TimeStep v_pos
174800 35.2916
174900 35.2946
175000 35.2976
175100 35.3006
175200 35.3036
175300 35.3066
175400 35.3096
175500 35.3126
175600 35.3156
175700 35.3186
175800 35.3216
175900 35.3246
176000 35.3276
176100 35.3306
176200 35.3336
176300 35.3366
176400 35.3396
176500 35.3426
176600 35.3456
176700 35.3486
176800 35.3516
176900 35.3546
177000 35.3576
177100 35.3606
177200 35.3636
177300 35.3666
177400 35.3696
177500 35.3726
177600 35.3756
177700 35.3786
177800 35.3816
177900 35.3846
178000 35.3876
178100 35.3906
178200 35.3936
178300 35.3966
178400 35.3996
178500 35.4026
178600 35.4056
178700 35.4086
178800 35.4116
178900 35.4146
179000 35.4176
179100 35.4206
179200 35.4236
179300 35.4266
179400 35.4296
179500 35.4326
179600 35.4356
179700 35.4386
179800 35.4416
179900 35.4446
180000 35.4476
180100 35.4506
180200 35.4536
180300 35.4566
180400 35.4596
180500 35.4626
180600 35.4656
180700 35.4686
180800 35.4716
180900 35.4746
181000 35.4776
181100 35.4806
181200 35.4836
181300 35.4866
181400 35.4896
181500 35.4926
181600 35.4956
181700 35.4986
181800 35.5016
181900 35.5046
182000 35.5076
182100 35.5106
182200 35.5136
182300 35.5166
182400 35.5196
182500 35.5226
182600 35.5256
182700 35.5286
182800 35.5316
182900 35.5346
183000 35.5376
183100 35.5406
183200 35.5436
183300 35.5466
183400 35.5496
183500 35.5526
183600 35.5556
183700 35.5586
183800 35.5616
183900 35.5646
184000 35.5676
184100 35.5706
184200 35.5736
184300 35.5766
184400 35.5796
184500 35.5826
184600 35.5856
184700 35.5886
184800 35.5916
184900 35.5946
185000 35.5976
185100 35.6006
185200 35.6036
185300 35.6066
185400 35.6096
185500 35.6126
185600 35.6156
185700 35.6186
185800 35.6216
185900 35.6246
186000 35.6276
186100 35.6306
186200 35.6336
186300 35.6366
186400 35.6396
186500 35.6426
186600 35.6456
186700 35.6486
186800 35.6516
186900 35.6546
187000 35.6576
187100 35.6606
187200 35.6636
187300 35.6666
187400 35.6696
187500 35.6726
187600 35.6756
187700 35.6786
187800 35.6816
187900 35.6846
188000 35.6876
188100 35.6906
188200 35.6936
188300 35.6966
188400 35.6996
188500 35.7026
188600 35.7056
188700 35.7086
188800 35.7116
188900 35.7146
189000 35.7176
189100 35.7206
189200 35.7236
189300 35.7266
189400 35.7296
189500 35.7326
189600 35.7356
189700 35.7386
189800 35.7416
189900 35.7446
190000 35.7476
190100 35.7506
190200 35.7536
190300 35.7566
190400 35.7596
190500 35.7626
190600 35.7656
190700 35.7686
190800 35.7716
190900 35.7746
191000 35.7776
191100 35.7806
191200 35.7836
191300 35.7866
191400 35.7896
191500 35.7926
191600 35.7956
191700 35.7986
191800 35.8016
191900 35.8046
192000 35.8076
192100 35.8106
192200 35.8136
192300 35.8166
192400 35.8196
192500 35.8226
192600 35.8256
192700 35.8286
192800 35.8316
192900 35.8346
193000 35.8376
193100 35.8406
193200 35.8436
193300 35.8466
193400 35.8496
193500 35.8526
193600 35.8556
193700 35.8586
193800 35.8616
193900 35.8646
194000 35.8676
194100 35.8706
194200 35.8736
194300 35.8766
194400 35.8796
194500 35.8826
194600 35.8856
194700 35.8886
194800 35.8916
194900 35.8946
195000 35.8976
195100 35.9006
195200 35.9036
195300 35.9066
195400 35.9096
195500 35.9126
195600 35.9156
195700 35.9186
195800 35.9216
195900 35.9246
196000 35.9276
196100 35.9306
196200 35.9336
196300 35.9366
196400 35.9396
196500 35.9426
196600 35.9456
196700 35.9486
196800 35.9516
196900 35.9546
197000 35.9576
197100 35.9606
197200 35.9636
197300 35.9666
197400 35.9696
197500 35.9726
197600 35.9756
197700 35.9786
197800 35.9816
197900 35.9846
198000 35.9876
198100 35.9906
198200 35.9936
198300 35.9966
198400 35.9996
198500 36.0026
198600 36.0056
198700 36.0086
198800 36.0116
198900 36.0146
199000 36.0176
199100 36.0206
199200 36.0236
199300 36.0266
199400 36.0296
199500 36.0326
199600 36.0356
199700 36.0386
199800 36.0416
199900 36.0446
200000 36.0476
200100 36.0506
200200 36.0536
200300 36.0566
200400 36.0596
200500 36.0626
200600 36.0656
200700 36.0686
200800 36.0716
200900 36.0746
201000 36.0776
201100 36.0806
201200 36.0836
201300 36.0866
201400 36.0896
201500 36.0926
201600 36.0956
201700 36.0986
201800 36.1016
201900 36.1046
202000 36.1076
202100 36.1106
202200 36.1136
202300 36.1166
202400 36.1196
202500 36.1226
202600 36.1256
202700 36.1286
202800 36.1316
202900 36.1346
203000 36.1376
203100 36.1406
203200 36.1436
203300 36.1466
203400 36.1496
203500 36.1526
203600 36.1556
203700 36.1586
203800 36.1616
203900 36.1646
204000 36.1676
204100 36.1706
204200 36.1736
204300 36.1766
204400 36.1796
204500 36.1826
204600 36.1856
204700 36.1886
204800 36.1916
204900 36.1946
205000 36.1976
205100 36.2006
205200 36.2036
205300 36.2066
205400 36.2096
205500 36.2126
205600 36.2156
205700 36.2186
205800 36.2216
205900 36.2246
206000 36.2276
206100 36.2306
206200 36.2336
206300 36.2366
206400 36.2396
206500 36.2426
206600 36.2456
206700 36.2486
206800 36.2516
206900 36.2546
207000 36.2576
207100 36.2606
207200 36.2636
207300 36.2666
207400 36.2696
207500 36.2726
207600 36.2756
207700 36.2786
207800 36.2816
207900 36.2846
208000 36.2876
208100 36.2906
208200 36.2936
208300 36.2966
208400 36.2996
208500 36.3026
208600 36.3056
208700 36.3086
208800 36.3116
208900 36.3146
209000 36.3176
209100 36.3206
209200 36.3236
209300 36.3266
209400 36.3296
209500 36.3326
209600 36.3356
209700 36.3386
209800 36.3416
209900 36.3446
210000 36.3476
210100 36.3506
210200 36.3536
210300 36.3566
210400 36.3596
210500 36.3626
210600 36.3656
210700 36.3686
210800 36.3716
210900 36.3746
211000 36.3776
211100 36.3806
211200 36.3836
211300 36.3866
211400 36.3896
211500 36.3926
211600 36.3956
211700 36.3986
211800 36.4016
211900 36.4046
212000 36.4076
212100 36.4106
212200 36.4136
212300 36.4166
212400 36.4196
212500 36.4226
212600 36.4256
212700 36.4286
212800 36.4316
212900 36.4346
213000 36.4376
213100 36.4406
213200 36.4436
213300 36.4466
213400 36.4496
213500 36.4526
213600 36.4556
213700 36.4586
213800 36.4616
213900 36.4646
214000 36.4676
214100 36.4706
214200 36.4736
214300 36.4766
214400 36.4796
214500 36.4826
214600 36.4856
214700 36.4886
214800 36.4916
214900 36.4946
215000 36.4976
215100 36.5006
215200 36.5036
215300 36.5066
215400 36.5096
215500 36.5126
215600 36.5156
215700 36.5186
215800 36.5216
215900 36.5246
216000 36.5276
216100 36.5306
216200 36.5336
216300 36.5366
216400 36.5396
216500 36.5426
216600 36.5456
216700 36.5486
216800 36.5516
216900 36.5546
217000 36.5576
217100 36.5606
217200 36.5636
217300 36.5666
217400 36.5696
217500 36.5726
217600 36.5756
217700 36.5786
217800 36.5816
217900 36.5846
218000 36.5876
218100 36.5906
218200 36.5936
218300 36.5966
218400 36.5996
218500 36.6026
218600 36.6056
218700 36.6086
218800 36.6116
218900 36.6146
219000 36.6176
219100 36.6206
219200 36.6236
219300 36.6266
219400 36.6296
219500 36.6326
219600 36.6356
219700 36.6386
219800 36.6416
219900 36.6446
220000 36.6476
220100 36.6506
220200 36.6536
220300 36.6566
220400 36.6596
220500 36.6626
220600 36.6656
220700 36.6686
220800 36.6716
220900 36.6746
221000 36.6776
221100 36.6806
221200 36.6836
221300 36.6866
221400 36.6896
221500 36.6926
221600 36.6956
221700 36.6986
221800 36.7016
221900 36.7046
222000 36.7076
222100 36.7106
222200 36.7136
222300 36.7166
222400 36.7196
222500 36.7226
222600 36.7256
222700 36.7286
222800 36.7316
222900 36.7346
223000 36.7376
223100 36.7406
223200 36.7436
223300 36.7466
223400 36.7496
223500 36.7526
223600 36.7556
223700 36.7586
223800 36.7616
223900 36.7646
224000 36.7676
224100 36.7706
224200 36.7736
224300 36.7766
224400 36.7796
224500 36.7826
224600 36.7856
224700 36.7886
224800 36.7916
224900 36.7946
225000 36.7976
225100 36.8006
225200 36.8036
225300 36.8066
225400 36.8096
225500 36.8126
225600 36.8156
225700 36.8186
225800 36.8216
225900 36.8246
226000 36.8276
226100 36.8306
226200 36.8336
226300 36.8366
226400 36.8396
226500 36.8426
226600 36.8456
226700 36.8486
226800 36.8516
226900 36.8546
227000 36.8576
227100 36.8606
227200 36.8636
227300 36.8666
227400 36.8696
227500 36.8726
227600 36.8756
227700 36.8786
227800 36.8816
227900 36.8846
228000 36.8876
228100 36.8906
228200 36.8936
228300 36.8966
228400 36.8996
228500 36.9026
228600 36.9056
228700 36.9086
228800 36.9116
228900 36.9146
229000 36.9176
229100 36.9206
229200 36.9236
229300 36.9266
229400 36.9296
229500 36.9326
229600 36.9356
229700 36.9386
229800 36.9416
229900 36.9446
230000 36.9476
230100 36.9506
230200 36.9536
230300 36.9566
230400 36.9596
230500 36.9626
230600 36.9656
230700 36.9686
230800 36.9716
230900 36.9746
231000 36.9776
231100 36.9806
231200 36.9836
231300 36.9866
231400 36.9896
231500 36.9926
231600 36.9956
231700 36.9986
231800 37.0016
231900 37.0046
232000 37.0076
232100 37.0106
232200 37.0136
232300 37.0166
232400 37.0196
232500 37.0226
232600 37.0256
232700 37.0286
232800 37.0316
232900 37.0346
233000 37.0376
233100 37.0406
233200 37.0436
233300 37.0466
233400 37.0496
233500 37.0526
233600 37.0556
233700 37.0586
233800 37.0616
233900 37.0646
234000 37.0676
234100 37.0706
234200 37.0736
234300 37.0766
234400 37.0796
234500 37.0826
234600 37.0856
234700 37.0886
234800 37.0916
234900 37.0946
235000 37.0976
235100 37.1006
235200 37.1036
235300 37.1066
235400 37.1096
235500 37.1126
235600 37.1156
235700 37.1186
235800 37.1216
235900 37.1246
236000 37.1276
236100 37.1306
236200 37.1336
236300 37.1366
236400 37.1396
236500 37.1426
236600 37.1456
236700 37.1486
236800 37.1516
236900 37.1546
237000 37.1576
237100 37.1606
237200 37.1636
237300 37.1666
237400 37.1696
237500 37.1726
237600 37.1756
237700 37.1786
237800 37.1816
237900 37.1846
238000 37.1876
238100 37.1906
238200 37.1936
238300 37.1966
238400 37.1996
238500 37.2026
238600 37.2056
238700 37.2086
238800 37.2116
238900 37.2146
239000 37.2176
239100 37.2206
239200 37.2236
239300 37.2266
239400 37.2296
239500 37.2326
239600 37.2356
239700 37.2386
239800 37.2416
239900 37.2446
240000 37.2476
240100 37.2506
240200 37.2536
240300 37.2566
240400 37.2596
240500 37.2626
240600 37.2656
240700 37.2686
240800 37.2716
240900 37.2746
241000 37.2776
241100 37.2806
241200 37.2836
241300 37.2866
241400 37.2896
241500 37.2926
241600 37.2956
241700 37.2986
241800 37.3016
241900 37.3046
242000 37.3076
242100 37.3106
242200 37.3136
242300 37.3166
242400 37.3196
242500 37.3226
242600 37.3256
242700 37.3286
242800 37.3316
242900 37.3346
243000 37.3376
243100 37.3406
243200 37.3436
243300 37.3466
243400 37.3496
243500 37.3526
243600 37.3556
243700 37.3586
243800 37.3616
243900 37.3646
244000 37.3676
244100 37.3706
244200 37.3736
244300 37.3766
244400 37.3796
244500 37.3826
244600 37.3856
244700 37.3886
244800 37.3916
244900 37.3946
245000 37.3976
245100 37.4006
245200 37.4036
245300 37.4066
245400 37.4096
245500 37.4126
245600 37.4156
245700 37.4186
245800 37.4216
245900 37.4246
246000 37.4276
246100 37.4306
246200 37.4336
246300 37.4366
246400 37.4396
246500 37.4426
246600 37.4456
246700 37.4486
246800 37.4516
246900 37.4546
247000 37.4576
247100 37.4606
247200 37.4636
247300 37.4666
247400 37.4696
247500 37.4726
247600 37.4756
247700 37.4786
247800 37.4816
247900 37.4846
248000 37.4876
248100 37.4906
248200 37.4936
248300 37.4966
248400 37.4996
248500 37.5026
248600 37.5056
248700 37.5086
248800 37.5116
248900 37.5146
249000 37.5176
249100 37.5206
249200 37.5236
249300 37.5266
249400 37.5296
249500 37.5326
249600 37.5356
249700 37.5386
249800 37.5416
249900 37.5446
250000 37.5476
250100 37.5506
250200 37.5536
250300 37.5566
250400 37.5596
250500 37.5626
250600 37.5656
250700 37.5686
250800 37.5716
250900 37.5746
251000 37.5776
251100 37.5806
251200 37.5836
251300 37.5866
251400 37.5896
251500 37.5926
251600 37.5956
251700 37.5986
251800 37.6016
251900 37.6046
252000 37.6076
252100 37.6106
252200 37.6136
252300 37.6166
252400 37.6196
252500 37.6226
252600 37.6256
252700 37.6286
252800 37.6316
252900 37.6346
253000 37.6376
253100 37.6406
253200 37.6436
253300 37.6466
253400 37.6496
253500 37.6526
253600 37.6556
253700 37.6586
253800 37.6616
253900 37.6646
254000 37.6676
254100 37.6706
254200 37.6736
254300 37.6766
254400 37.6796
254500 37.6826
254600 37.6856
254700 37.6886
254800 37.6916
254900 37.6946
255000 37.6976
255100 37.7006
255200 37.7036
255300 37.7066
255400 37.7096
255500 37.7126
255600 37.7156
255700 37.7186
255800 37.7216
255900 37.7246
256000 37.7276
256100 37.7306
256200 37.7336
256300 37.7366
256400 37.7396
256500 37.7426
256600 37.7456
256700 37.7486
256800 37.7516
256900 37.7546
257000 37.7576
257100 37.7606
257200 37.7636
257300 37.7666
257400 37.7696
257500 37.7726
257600 37.7756
257700 37.7786
257800 37.7816
257900 37.7846
258000 37.7876
258100 37.7906
258200 37.7936
258300 37.7966
258400 37.7996
258500 37.8026
258600 37.8056
258700 37.8086
258800 37.8116
258900 37.8146
259000 37.8176
259100 37.8206
259200 37.8236
259300 37.8266
259400 37.8296
259500 37.8326
259600 37.8356
259700 37.8386
259800 37.8416
259900 37.8446
260000 37.8476
260100 37.8506
260200 37.8536
260300 37.8566
260400 37.8596
260500 37.8626
260600 37.8656
260700 37.8686
260800 37.8716
260900 37.8746
261000 37.8776
261100 37.8806
261200 37.8836
261300 37.8866
261400 37.8896
261500 37.8926
261600 37.8956
261700 37.8986
261800 37.9016
261900 37.9046
262000 37.9076
262100 37.9106
262200 37.9136
262300 37.9166
262400 37.9196
262500 37.9226
262600 37.9256
262700 37.9286
262800 37.9316
262900 37.9346
263000 37.9376
263100 37.9406
263200 37.9436
263300 37.9466
263400 37.9496
263500 37.9526
263600 37.9556
263700 37.9586
263800 37.9616
263900 37.9646
264000 37.9676
264100 37.9706
264200 37.9736
264300 37.9766
264400 37.9796
264500 37.9826
264600 37.9856
264700 37.9886
264800 37.9916
264900 37.9946
265000 37.9976
265100 38.0006
265200 38.0036
265300 38.0066
265400 38.0096
265500 38.0126
265600 38.0156
265700 38.0186
265800 38.0216
265900 38.0246
266000 38.0276
266100 38.0306
266200 38.0336
266300 38.0366
266400 38.0396
266500 38.0426
266600 38.0456
266700 38.0486
266800 38.0516
266900 38.0546
267000 38.0576
267100 38.0606
267200 38.0636
267300 38.0666
267400 38.0696
267500 38.0726
267600 38.0756
267700 38.0786
267800 38.0816
267900 38.0846
268000 38.0876
268100 38.0906
268200 38.0936
268300 38.0966
268400 38.0996
268500 38.1026
268600 38.1056
268700 38.1086
268800 38.1116
268900 38.1146
269000 38.1176
269100 38.1206
269200 38.1236
269300 38.1266
269400 38.1296
269500 38.1326
269600 38.1356
269700 38.1386
269800 38.1416
269900 38.1446
270000 38.1476
270100 38.1506
270200 38.1536
270300 38.1566
270400 38.1596
270500 38.1626
270600 38.1656
270700 38.1686
270800 38.1716
270900 38.1746
271000 38.1776
271100 38.1806
271200 38.1836
271300 38.1866
271400 38.1896
271500 38.1926
271600 38.1956
271700 38.1986
271800 38.2016
271900 38.2046
272000 38.2076
272100 38.2106
272200 38.2136
272300 38.2166
272400 38.2196
272500 38.2226
272600 38.2256
272700 38.2286
272800 38.2316
272900 38.2346
273000 38.2376
273100 38.2406
273200 38.2436
273300 38.2466
273400 38.2496
273500 38.2526
273600 38.2556
273700 38.2586
273800 38.2616
273900 38.2646
274000 38.2676
274100 38.2706
274200 38.2736
274300 38.2766
274400 38.2796
274500 38.2826
274600 38.2856
274700 38.2886
274800 38.2916
274900 38.2946
275000 38.2976
275100 38.3006
275200 38.3036
275300 38.3066
275400 38.3096
275500 38.3126
275600 38.3156
275700 38.3186
275800 38.3216
275900 38.3246
276000 38.3276
276100 38.3306
276200 38.3336
276300 38.3366
276400 38.3396
276500 38.3426
276600 38.3456
276700 38.3486
276800 38.3516
276900 38.3546
277000 38.3576
277100 38.3606
277200 38.3636
277300 38.3666
277400 38.3696
277500 38.3726
277600 38.3756
277700 38.3786
277800 38.3816
277900 38.3846
278000 38.3876
278100 38.3906
278200 38.3936
278300 38.3966
278400 38.3996
278500 38.4026
278600 38.4056
278700 38.4086
278800 38.4116
278900 38.4146
279000 38.4176
279100 38.4206
279200 38.4236
279300 38.4266
279400 38.4296
279500 38.4326
279600 38.4356
279700 38.4386
279800 38.4416
279900 38.4446
280000 38.4476
280100 38.4506
280200 38.4536
280300 38.4566
280400 38.4596
280500 38.4626
280600 38.4656
280700 38.4686
280800 38.4716
280900 38.4746
281000 38.4776
281100 38.4806
281200 38.4836
281300 38.4866
281400 38.4896
281500 38.4926
281600 38.4956
281700 38.4986
281800 38.5016
281900 38.5046
282000 38.5076
282100 38.5106
282200 38.5136
282300 38.5166
282400 38.5196
282500 38.5226
282600 38.5256
282700 38.5286
282800 38.5316
282900 38.5346
283000 38.5376
283100 38.5406
283200 38.5436
283300 38.5466
283400 38.5496
283500 38.5526
283600 38.5556
283700 38.5586
283800 38.5616
283900 38.5646
284000 38.5676
284100 38.5706
284200 38.5736
284300 38.5766
284400 38.5796
284500 38.5826
284600 38.5856
284700 38.5886
284800 38.5916
284900 38.5946
285000 38.5976
285100 38.6006
285200 38.6036
285300 38.6066
285400 38.6096
285500 38.6126
285600 38.6156
285700 38.6186
285800 38.6216
285900 38.6246
286000 38.6276
286100 38.6306
286200 38.6336
286300 38.6366
286400 38.6396
286500 38.6426
286600 38.6456
286700 38.6486
286800 38.6516
286900 38.6546
287000 38.6576
287100 38.6606
287200 38.6636
287300 38.6666
287400 38.6696
287500 38.6726
287600 38.6756
287700 38.6786
287800 38.6816
287900 38.6846
288000 38.6876
288100 38.6906
288200 38.6936
288300 38.6966
288400 38.6996
288500 38.7026
288600 38.7056
288700 38.7086
288800 38.7116
288900 38.7146
289000 38.7176
289100 38.7206
289200 38.7236
289300 38.7266
289400 38.7296
289500 38.7326
289600 38.7356
289700 38.7386
289800 38.7416
289900 38.7446
290000 38.7476
