x;y
1,1102230246251565e-16; 0,9912009912400344
0,010000000000000009; 0,9814800752804546
0,02000000000000013; 0,966240689871386
0,030000000000000138; 0,9629390476886867
0,04000000000000015; 0,9328492472514707
0,050000000000000155; 0,9187971250981568
0,06000000000000005; 0,9044249301387002
0,07000000000000006; 0,879853909477967
0,07999999999999996; 0,8692349380045229
0,08999999999999997; 0,8522280568549887
0,10000000000000009; 0,8412298933481788
0,10999999999999999; 0,8107526292233539
0,1200000000000001; 0,8000644675971232
0,13; 0,782487055544393
0,14000000000000012; 0,7656975158064037
0,15000000000000002; 0,746243324371493
0,16000000000000014; 0,7279763606190688
0,17000000000000026; 0,7161395297282861
0,18000000000000005; 0,6830690913316775
0,19000000000000017; 0,6719197727633301
0,20000000000000018; 0,6537179381405014
0,2100000000000002; 0,6228236570869043
0,2200000000000002; 0,6112395492822003
0,2300000000000001; 0,5909509665171484
0,2400000000000002; 0,5721843290714006
0,2500000000000002; 0,5481138516096296
0,2600000000000001; 0,5277489228765997
0,27000000000000024; 0,5126541103772357
0,28000000000000025; 0,4823006430034489
0,29000000000000026; 0,4622953053036456
0,30000000000000016; 0,4475339449857554
0,3100000000000004; 0,4150181878430832
0,3200000000000002; 0,39533084790124473
0,3300000000000004; 0,3789212484306719
0,3400000000000004; 0,3567371149124612
0,3500000000000004; 0,33857943626476894
0,3600000000000002; 0,3193892315993221
0,37000000000000044; 0,28691093549660174
0,38000000000000045; 0,26749025922763536
0,39000000000000046; 0,2505283005749248
0,40000000000000047; 0,21495751079877
0,4100000000000007; 0,19378137524807548
0,42000000000000026; 0,18681663015309713
0,4300000000000005; 0,14965408986600615
0,4400000000000007; 0,13019449686103468
0,4500000000000005; 0,11538434214978022
0,4600000000000005; 0,081809437655473
0,47000000000000053; 0,05636412915735556
0,48000000000000054; 0,03962260290478303
0,49000000000000055; 0,015482950711582344
0,49910139195629044; 0,0008064707665098592
0,5032192871828359; -0,004077208484621009
0,5200000000000004; 0,01493501383923923
0,5300000000000006; 0,02371452738352864
0,5564051550035859; 0,04999003340216124
0,5564051550035859; 0,04999003340216124
0,5686865969073179; 0,05982963568032784
0,5800000000000002; 0,07712007075656091
0,5900000000000004; 0,09581075831856989
0,6000000000000004; 0,10518124276702001
0,6100000000000004; 0,11516177991198151
0,6200000000000004; 0,12529391909027776
0,6300000000000007; 0,13168594622504082
0,6400000000000002; 0,15271563931906407
0,6500000000000005; 0,15729006777164667
0,6600000000000005; 0,16839192127442004
0,6700000000000005; 0,18058615713163562
0,6800000000000005; 0,18551718205865053
0,6900000000000005; 0,204006869088192
0,7000000000000005; 0,21070332120045632
0,7100000000000007; 0,2217013433437296
0,7200000000000003; 0,23139296561986478
0,7300000000000005; 0,24093180108707046
0,7400000000000003; 0,25522378303391524
0,7500000000000006; 0,2636834507375627
0,7600000000000003; 0,2743553014152964
0,7700000000000006; 0,28069734246936506
0,7800000000000006; 0,3017491541957902
0,7900000000000008; 0,30611424682643595
0,8000000000000004; 0,31606669837775914
0,8100000000000006; 0,3267423345613072
0,8200000000000006; 0,3315913570575977
0,8300000000000008; 0,3547413787236573
0,8400000000000004; 0,3576388678671618
0,8500000000000009; 0,3734608777231112
0,8600000000000004; 0,37931528263208114
0,8700000000000009; 0,38259675269000515
0,8800000000000004; 0,4048736160020536
0,8900000000000007; 0,41112422091390655
0,9000000000000007; 0,4215182029758735
0,9100000000000009; 0,4305743265624524
0,9200000000000009; 0,4395841211189562
0,9300000000000009; 0,4545759319685623
0,9400000000000005; 0,4630509840167776
0,9500000000000007; 0,4736309134393746
0,9600000000000005; 0,48115458216631857
0,9700000000000008; 0,49853193095989656
0,9800000000000008; 0,5051332583870238
0,990000000000001; 0,5161130286136433
1,0000000000000009; 0,5269268034255223
1,0100000000000011; 0,5313333038227288
