x;y
0,49910139195629044; 0,0008064707665098592
0,5000000000000003; 0,024102348115766503
0,5100000000000003; 0,053147053037545966
0,5200000000000001; 0,09086317889555251
0,5300000000000006; 0,11134637579785966
0,5400000000000001; 0,14441615094030746
0,5500000000000006; 0,15436326294662428
0,5600000000000002; 0,174441152222103
0,5700000000000004; 0,18711050821313968
0,5800000000000004; 0,2094463035869163
0,5900000000000004; 0,22164323998972746
0,6000000000000002; 0,2355197910228113
0,6100000000000004; 0,24240813624714752
0,6200000000000002; 0,266362637309717
0,6300000000000007; 0,27738250453486746
0,6400000000000002; 0,28980038999555857
0,6500000000000005; 0,29566344764271113
0,6600000000000005; 0,3212843340954852
0,6700000000000005; 0,3281782845420991
0,6800000000000003; 0,3401051559548147
0,6900000000000005; 0,349560252412511
0,7000000000000003; 0,3722530864624942
0,7100000000000007; 0,3780890856099506
0,7200000000000005; 0,3898332293780551
0,7300000000000005; 0,4018031535336941
0,7400000000000005; 0,4038470208241214
0,7500000000000006; 0,4295891621986987
0,7600000000000006; 0,4358958840180629
0,7700000000000006; 0,4474809990711872
0,7800000000000006; 0,4566216131186014
0,7900000000000006; 0,4761659854094593
0,8000000000000006; 0,4838039958634073
0,8100000000000008; 0,49328634095366386
0,8200000000000006; 0,5052350802092949
0,8300000000000008; 0,5062711269627018
0,8400000000000004; 0,5363089507971461
0,8500000000000009; 0,5389709754610659
0,8600000000000007; 0,5509099438585594
0,8700000000000009; 0,5612486334027262
0,8800000000000007; 0,573351611080781
0,8900000000000009; 0,5857631310912568
0,9000000000000007; 0,5952201374481552
0,9100000000000007; 0,6066332236185976
0,9200000000000005; 0,6126939544547019
0,9300000000000007; 0,6343395344522114
0,9400000000000007; 0,6403964925586831
0,950000000000001; 0,6509634684703123
0,9600000000000007; 0,6623018451690457
0,970000000000001; 0,670013280613436
0,9800000000000008; 0,6885479424753476
0,990000000000001; 0,6947697888471345
1,0000000000000009; 0,7060042614101183
1,0100000000000007; 0,7156050930857158
